osm_id,name,facility_type,latitude,longitude,address,phone,website,has_emergency,has_specialists,services,beds,opening_hours,wheelchair,operator
way/691961323,Chris Kyle Patriots Hospital,hospital,61.205754,-149.809158,"1650, South Bragaw Street, Anchorage, AK, 99508",+1 907-258-7575,https://chriskylepatriotshospital.com/,False,True,hospital;psychiatry,56,,,North Star Behavioral Health System
way/691963149,North Star Palmer Residential Treatment Center,hospital,61.624018,-149.067807,,,,False,False,hospital,30,,,
way/695558849,Wasilla Medical Clinic,clinic,61.575574,-149.408673,,,,False,False,clinic,,,,
way/696450126,Clinic,clinic,59.93436,-164.039757,,,,False,False,clinic,,,,
way/711857085,Haines Health Center,clinic,59.233373,-135.444653,"131, 1st Avenue, Haines, 99827",+1 907 766 6300,https://searhc.org/location/haines/,False,False,doctors,,"Mo,Tu,Th,Fr 08:00-17:00; We 10:00-17:00",,
way/737463364,Inuvik Regional Hospital,hospital,68.353643,-133.703281,,,,False,False,hospital,,,,
way/763231221,Thomas P. Senter M.D. Dermatology,clinic,61.215774,-149.881576,,,,False,False,doctors,,,,
way/763994832,"Natural Health Center, LLC",clinic,61.189792,-149.874526,"3330, Eagle Street, Anchorage, AK, 99503",+1-907-561-2330,https://www.nhcak.com,False,False,doctors,,M: 8:00-17:00 | T: 8:00-17:00 | W: 8:00-17:00 | Th: 8:00-17:00 | F: 8:00-17:00 | Sat: 9:00-15:00 | Sun: closed,,Sy Cloud
way/772511607,Walgreens,pharmacy,61.196234,-149.868874,,,,False,False,pharmacy,,,,
way/773892689,Providence Extended Stay,hospital,61.212024,-149.775363,,,,False,False,hospital,,,,
way/778131472,Providence Extended Care,hospital,61.176668,-149.877761,,,,False,False,hospital,,,,Providence
way/778131473,St. Elias,hospital,61.176364,-149.880686,"4800, Cordova Street, Anchorage, AK, 99508",,,False,False,hospital,59,,,Providence
way/779986946,Unknown Facility,clinic,61.199356,-149.814552,,,,False,False,clinic,,,,
way/785150879,Alaska Hand Rehabilitation,clinic,61.183895,-149.837147,,,,False,False,clinic,,,,
way/785150880,Alaska Internal Medicine & Pediatrics,clinic,61.183652,-149.835712,,,,False,False,clinic,,,,
way/785150883,Alaska Family Medical Care,clinic,61.183352,-149.837136,,,,False,False,clinic,,,,
way/785150886,Aurora Maternal-Fetal Medicine,clinic,61.183357,-149.835238,,,,False,False,clinic,,,,
way/785175879,Участковая больница села Нешкан,hospital,67.038407,-172.966459,"3, Набережная улица",,,False,False,hospital,,,,
way/791456357,Alaska Retinal Consultants,clinic,61.169765,-149.885495,"5600, B Street, Anchorage, AK",+1 907-561-1530,,False,True,ophthalmology;clinic,,,,
way/819238547,Unknown Facility,hospital,61.210883,-149.82207,,,,False,False,hospital,,,,
way/823951501,Stikine Drug,pharmacy,56.471739,-132.384114,,,,False,False,pharmacy,,,,
way/823951982,Alaska Island Community Services,clinic,56.471091,-132.384256,,,,False,False,clinic,,,,
way/841686016,Annette Island Service Unit,clinic,55.124332,-131.575713,"Metlakatla, 99926",+1 907 886 4741,,True,False,clinic;emergency,,,,
way/875976710,Dawson City Medical Center,hospital,64.056719,-139.433694,,,,True,False,hospital;emergency,,,,
way/876559344,Interior Women's Health,clinic,64.820418,-147.743192,"1626, 30th Avenue, Fairbanks, AK, 99701",+1 907-479-7701,,False,False,clinic,,,,
way/891349578,Unknown Facility,hospital,57.051332,-135.355673,,,,False,False,hospital,,,,
way/893646649,PeaceHealth Medical Group,clinic,55.354211,-131.687442,"212, Carlanna Lake Road, 99901",,,False,False,clinic,,,,
way/897596675,Ptarmigan Pediatrics,clinic,61.59329,-149.361417,"3543, East Meridian Park Loop, Wasilla, AK, 99654",,,False,False,clinic,,,,
way/903370947,Gambell Clinic,clinic,63.778563,-171.727094,,+1 844-586-8773,,False,False,clinic,,Mo-Fr 08:00-17:00,yes,
way/928700925,Alakanuk Clinic,clinic,62.683043,-164.656418,,,,False,False,clinic,,,,
way/953597807,Palmer Family Medicine,clinic,61.604624,-149.115127,"258, South Alaska Street, City Of Palmer, AK, 99645",,,False,False,clinic,,Mo-Fr 09:00-17:00,,
way/954419823,Capstone Clinic,clinic,61.599003,-149.146966,"12039, East Maple Springs Way, Palmer, AK, 99645",+1-907-745-9088,https://www.capstoneclinic.net/,False,False,clinic,,Mo-Fr 08:30-17:00,,
way/974394918,Unknown Facility,clinic,58.208849,-157.374849,,,,False,False,clinic,,,,
way/974846296,Alaska Regional MyHealth Clinic,clinic,61.141435,-149.844053,,,,False,False,clinic,,,,
way/977034530,John Afcan Memorial Clinic,clinic,62.052453,-163.183624,,,,False,False,clinic,,,,
way/977037127,Nunam Iqua Health Clinic,clinic,62.531311,-164.849686,,,,False,False,clinic,,,,
way/977038458,Russian Mission Clinic,clinic,61.783998,-161.330343,,,,False,False,clinic,,,,
way/983908478,Maniilaq Health Center,hospital,66.896076,-162.586122,"436, 5th Avenue, Kotzeblue, 99752",+1-907-442-3321,https://www.maniilaq.org/health-services/,True,False,hospital;emergency,17,,,
way/992672370,Prince Rupert Regional Hospital,hospital,54.304946,-130.330161,"1305, Summit Avenue, V8J 2A6",,,False,False,hospital,,,,
way/1033367233,EMT Shack,clinic,68.626835,-149.597193,,,,False,False,doctors,,,,
way/1034500243,Unknown Facility,clinic,61.575541,-159.238299,,,,False,False,clinic,,,,
way/1046904887,Nicholas Kompkoff Clinic,clinic,60.065671,-148.016789,,,,False,False,clinic,,,,
way/1051743314,Sunshine Community Health Center,clinic,62.190384,-150.052622,"South Talkeetna Spur, Talkeetna, AK, 99676",+1 907-733-2273,https://www.sunshineclinic.org/,False,False,clinic,,,,
way/1078063478,Unknown Facility,clinic,61.574982,-149.258751,,,,False,False,clinic,,,,
way/1093124913,Central Peninsula Hospital,hospital,60.49359,-151.077707,,,,False,False,hospital,,,,
way/1138527905,Imaging Associates,clinic,61.187674,-149.82972,,+19072224624,https://imagingak.com/,False,True,radiology;doctors,,,,
way/1138530031,Alaska Surgery Center,clinic,61.210532,-149.81432,,,https://aksurgery.com/,False,True,surgery;doctors,,,,
way/1162955357,Rose Ambrose Health Clinic,clinic,65.70189,-156.384846,,,,False,False,clinic,,,,
way/1206226641,Unknown Facility,clinic,59.754307,-154.869531,,,,False,False,clinic,,,,
way/1230934702,Tanana Valley Clinic 1st Care,clinic,64.838565,-147.71338,"1101, Noble Street",,,False,False,clinic,,Mo-Su 08:00-19:00,,
way/1290592702,Unknown Facility,hospital,56.463163,-132.372554,,,,False,False,hospital,,,,
way/1297731839,Unknown Facility,clinic,58.407672,-135.727903,,,,False,False,clinic,,,,
way/1299861684,Camai Clinic,clinic,58.732865,-157.007616,,,,False,False,clinic,,,,
way/1323332892,Atla Qiaramtome Clinic,clinic,52.200959,-174.19778,,,,False,False,clinic,,,,
way/1346283844,Colonel Mary Louise Rasmuson Campus,hospital,61.232231,-149.745488,,,,False,False,hospital,,,,
way/1347742631,King Cove Clinic,clinic,55.048556,-162.295873,"238, Slocum Drive, King Cove, AK, 99612",,https://cityofkingcove.com/medical/,False,False,clinic,,,,Eastern Aleutian Tribes EATS
way/1348431775,Unknown Facility,hospital,55.048624,-162.295911,,,,False,False,hospital,,,,
way/1427206315,Yukon-Kuskokwim Delta Regional Hospital,hospital,60.788306,-161.785653,,,,True,False,hospital;emergency,,,,
way/1427237158,Medical Clinic,clinic,60.722211,-161.770435,,,,False,False,clinic,,,,
way/1427425956,Bethel Family Clinic,clinic,60.796055,-161.761725,"430, Main Street, Bethel, AK, 99559",,,False,False,clinic,,,,
way/1428909070,Alpine Medical Group-North,clinic,64.8457,-147.780088,"605, Chief Thomas Drive, Fairbanks, AK, 99709",+1-907-455-4555,https://www.amgfairbanks.com/,False,False,clinic,,Mo-Fr 08:00-17:00; Sa-Su off,,
way/1428909443,Mountain View Medical Center,clinic,64.846806,-147.784237,"2555, Phillips Field Road, Fairbanks, AK, 99709",,,False,False,clinic,,,,
way/1430915980,Unknown Facility,hospital,61.221094,-149.85408,,,,False,False,hospital,,,,
way/1450447673,Glacier Pediatrics,clinic,58.304906,-134.42681,"1600, Glacier Avenue, Juneau, AK, 99801",+1-888-504-2423,https://www.glacierpediatrics.com/,False,True,paediatrics;doctors,,,,
node/554116080,Primary Care Associates,clinic,61.109111,-149.862569,"12350, Industry Way, Anchorage, 99515",+1 907 345 4343,https://www.primarycareak.com/centers/south-anchorage.html,False,False,doctors,,"08:00-21:00; PH ""Call ahead""",,
node/1286891893,Petersburg Medical Center,hospital,56.812884,-132.955361,"103, Fram Street, Petersburg, AK, 99833",+1 907 772 4291,https://www.pmcak.org/,True,False,hospital;emergency,12,24/7,,
node/1673721460,Iliuliuk Family and Health Services,clinic,53.872167,-166.539221,"34, Lavelle Court, Unalaska, 99685",+1 907 581 1202,https://www.ifhs.org/,False,False,clinic,,Mo-Fr 08:30-18:00; Sa 08:30-13:00,,
node/1883602947,Здоровье,pharmacy,64.423962,-173.224235,,,,False,False,pharmacy,,,,
node/2049279276,Homer Rexall Drugs,pharmacy,59.646964,-151.5233,,,,False,False,pharmacy,,,,
node/2312081056,Peninsula Surgical Clinic,clinic,59.644106,-151.547411,,+1 907 235-3225,,False,False,clinic,,,,
node/2568543746,People's Drug - Rexall,pharmacy,56.8129,-132.957684,"Petersburg, 99833",,,False,False,pharmacy,,,,
node/2711802056,Healy Clinic,clinic,63.870495,-149.006071,,+1 907 455 4567,https://www.interiorcommunityhealth.org/contents/healy-clinic,False,False,clinic,,,,Interior Community Health Center
node/2711802062,Canyon Clinic,clinic,63.747485,-148.901478,,+1 907-683-4433,,False,False,clinic,,,,
node/2972398342,Northern Haida Gwaii Hospital and Health Centre,hospital,54.020403,-132.157387,"2520, Harrison Avenue, Massett",,,True,False,hospital;emergency,,,,
node/3118792193,Island Pharmacy,pharmacy,55.35596,-131.69235,"3526, Tongass Avenue, 99901",,https://www.islandpharmacyak.com/,False,False,pharmacy,,,,
node/3464551371,Gustavus Clinic,clinic,58.407663,-135.72782,,,,False,False,clinic,,,,
node/3677868352,Hope Clinic,clinic,60.919427,-149.620398,,,,False,False,clinic,,,,
node/3796258133,Haines Junction Health Centre,clinic,60.750135,-137.510185,"3940, Bates Street, Haines Junction, Y0B 1L0",,,False,False,clinic,,,,
node/3796258136,Rural Yukon Mental Health Consultant,clinic,60.750841,-137.509792,"137, Haines Road, Haines Junction, Y0B 1L0",,,False,False,doctors,,,,
node/3960741819,Fairbanks Urgent Care,clinic,64.83601,-147.756874,,,,False,False,clinic,,,,
node/3960741820,Medical Center Pharmacy,pharmacy,64.835927,-147.756374,,,,False,False,pharmacy,,,,
node/4114706836,Rainforest Pediatrics,clinic,58.329541,-134.465115,"3260, Hospital Drive, Juneau, 99801",,https://www.pcpcc.org/practice/rainforest-pediatric-care,False,True,paediatrics;doctors,,,,
node/4184379716,Shoppers Drug Mart,pharmacy,60.719207,-135.053769,"211, Main Street",,https://www.shoppersdrugmart.ca/en/store-locator/store/299,False,False,pharmacy,,Mo-Fr 08:00-20:00; Sa 09:00-18:00; Su 10:00-18:00,,
node/4227921289,Creative Abilities Physical Therapy,clinic,60.535557,-150.750122,,,,False,False,clinic,,,,
node/4299235582,Alaska Children's Eye and Strabismus,clinic,61.188858,-149.859105,,,,False,False,doctors,,,,
node/4299235583,Alaska Retinal Consultants,clinic,61.188904,-149.859102,,,,False,False,doctors,,,,
node/4546643332,Shoppers Drug Mart,pharmacy,54.312864,-130.327803,,+1-250-624-9656,https://www.shoppersdrugmart.ca/en/store-locator/store/2256,False,False,pharmacy,,,,
node/4633313841,First Care,clinic,61.109001,-149.857929,"1301, Huffman Road, Anchorage, 99515",+1 907 345 1199,https://www.firstcareak.com/,False,False,doctors,,07:00-23:00,,
node/4800326035,Arctic Chiropractic,clinic,66.898759,-162.598659,,,,False,False,doctors,,,,
node/4937638100,Tok Public Health Center,clinic,63.33622,-142.984193,,,,False,False,clinic,,,,
node/4956083424,Moontide Healing Arts LLC,clinic,58.363227,-134.581511,"9000, Glacier Highway, 99801",+1-907-209-9518,http://moontidehealing.com,False,False,clinic,,,,
node/5030889501,Valdez Chiropractic Center,clinic,61.128741,-146.357661,,,,False,False,clinic,,,,
node/5071689055,"36,6",pharmacy,65.579834,-171.005066,,,,False,False,pharmacy,,,,
node/5678336018,Summit Physical Therapy,clinic,59.647972,-151.52914,,,,False,True,clinic;physiatry,,,,
node/5812609330,Unknown Facility,clinic,64.426591,-173.220282,,,,False,False,clinic,,,,
node/5891493744,Alaska Heart Institute,clinic,61.186296,-149.821577,"Piper Street, Anchorage, AK",,,False,False,clinic,,Mo-Fr 08:00-17:00,yes,
node/5891877019,Providence Crisis Recovery Center,clinic,61.185697,-149.827161,,+1 907 563 5006,https://alaska.providence.org/services/c/crisis-recovery-center,False,True,clinic;psychiatry,,24/7,,
node/5919657729,Three Bears Alaska,pharmacy,61.60056,-149.246166,"8151, East Palmer-Wasilla Highway, Palmer, AK, 99645",+1-907-746-3891,https://threebearsalaska.com/mat-su/,False,False,pharmacy,,"Mo-Fr 09:30-19:00, Sa 10:00-14:00, Su closed",,
