community,has_airport,has_road_access,has_water_access,primary_access_modes,latitude,longitude,coastal,cat_tier_level,access_score,tier_justification,harbordock,stateferry,cargobarge,data_collection_date
tazlina,True,True,False,"air,road",62.05,-145.4167,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
telida,True,False,False,air,63.3833,-153.2833,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
teller,True,False,False,air,65.24,-166.3594,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tenakee springs,True,False,True,"air,water",57.7806,-135.2189,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
tetlin,True,True,False,"air,road",63.1339,-142.5092,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
thane,False,False,False,no_direct_access,58.25,-134.3167,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
thoms place,False,False,False,no_direct_access,56.0333,-132.85,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
thorne bay,True,False,False,air,55.6867,-132.5225,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
togiak,False,False,False,no_direct_access,59.0614,-160.3767,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
tok,True,True,False,"air,road",63.3367,-142.9856,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
toksook bay,True,False,False,air,60.5333,-165.1,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tolsona,False,True,False,road,62.0833,-145.9167,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
tonsina,False,True,False,road,61.6667,-145.1833,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
trapper creek,True,True,False,"air,road",62.3156,-150.2311,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
tuluksak,True,False,False,air,61.0958,-160.9661,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tuntutuliak,True,False,False,air,60.3417,-162.6539,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
tununak,True,False,False,air,60.585,-165.255,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
twin hills,True,False,False,air,59.0769,-160.2756,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
two rivers,False,True,False,road,64.8667,-146.9,False,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
tyonek,True,False,False,air,61.0683,-151.1317,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
uganik,False,False,False,no_direct_access,57.7167,-153.4833,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
ugashik,True,False,False,air,57.5267,-157.6236,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
umiat,True,False,False,air,69.3714,-152.1369,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
umkumiute,False,False,False,no_direct_access,60.3333,-164.5667,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
unalakleet,True,False,False,air,63.8731,-160.7883,True,3,40,Single mode access (air) - limited transport options,True,False,True,2025-12-20
unga,False,False,False,no_direct_access,55.2333,-160.55,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
upper kalskag,False,False,False,no_direct_access,61.5372,-160.2419,False,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,True,2025-12-20
utqiagvik,False,False,False,no_direct_access,71.2906,-156.7886,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
uyak,False,False,False,no_direct_access,57.6167,-153.8667,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
valdez,True,True,True,"air,road,water",61.1308,-146.3483,True,1,100,"Full multimodal access (air,road,water) including road connectivity",True,True,True,2025-12-20
venetie,True,False,False,air,67.0139,-146.4172,False,3,40,Single mode access (air) - limited transport options,False,False,False,2025-12-20
voznesenka,False,True,False,road,59.8333,-151.6,True,3,35,Single mode access (road) - limited transport options,False,False,False,2025-12-20
wainwright,True,False,False,air,70.6369,-160.0386,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
wales,True,False,False,air,65.6094,-168.0875,True,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
wasilla,True,True,False,"air,road",61.5814,-149.4394,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
whale pass,False,False,False,no_direct_access,56.1178,-133.1233,True,4,0,No direct scheduled access - requires charter or seasonal transport,True,False,False,2025-12-20
white mountain,True,False,False,air,64.6811,-163.4036,False,3,40,Single mode access (air) - limited transport options,False,False,True,2025-12-20
whitestone,False,False,False,no_direct_access,64.8833,-148.0167,False,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,False,2025-12-20
whittier,True,True,True,"air,road,water",60.7725,-148.6839,True,1,100,"Full multimodal access (air,road,water) including road connectivity",True,True,True,2025-12-20
williamsport,False,False,False,no_direct_access,58.4167,-155.2167,True,4,0,No direct scheduled access - requires charter or seasonal transport,False,False,True,2025-12-20
willow,True,True,False,"air,road",61.7469,-150.0375,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
wiseman,True,True,False,"air,road",67.4136,-150.1039,False,1,75,"Full multimodal access (air,road) including road connectivity",False,False,False,2025-12-20
wrangell,True,False,True,"air,water",56.4708,-132.3767,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
yakutat,True,False,True,"air,water",59.5469,-139.7272,True,2,65,"Dual mode access (air,water) without year-round road",True,True,True,2025-12-20
