frn,provider_id,brand_name,location_id,technology,max_advertised_download_speed,max_advertised_upload_speed,low_latency,business_residential_code,state_usps,block_geoid,h3_res8_id
0001573427,130791,Matanuska Telecom Association Inc.,1051698768,50,1000,200,1,R,AK,021700012013009,880c73b2e5fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051702172,50,1000,200,1,R,AK,021700003002016,880c738699fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051710693,50,1000,200,1,R,AK,021700010043013,880c73ba4bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051726418,50,1000,200,1,R,AK,021700011003000,880c73b36dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1314991898,50,1000,200,1,R,AK,020200001023038,880c73a831fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374898186,50,1000,200,1,R,AK,021700007062000,880c7385cdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1412623395,50,1000,200,1,R,AK,021700006043001,880c73b94bfffff
0012207346,130011,Adak Eagle Enterprises LLC,1412532344,50,10,1,0,X,AK,020160001001209,88225a4d0dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046974907,50,1000,100,1,X,AK,020900003003000,880d5a9addfffff
0004991444,130081,ALASKA COMMUNICATIONS,1047003168,50,2500,2500,1,R,AK,020900006002012,880d5a9a19fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374765363,50,200,50,1,B,AK,021220006005028,880c5552a1fffff
0004325148,130275,Ketchikan Public Utilities,1039366371,50,1000,1000,1,X,AK,021300001021309,8812b0159bfffff
0001572932,130349,Copper Valley Telephone,1451849035,50,1000,500,1,X,AK,020660001002130,880c63d99bfffff
0001568880,130534,GCI Communication Corp.,1040240592,50,2500,75,1,X,AK,021500001002245,880ced35e7fffff
0001568880,130534,GCI Communication Corp.,1051689365,50,2500,75,1,X,AK,021700007012011,880c738ce9fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806361,50,500,150,1,B,AK,021850002002148,880d0360a1fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806398,50,500,150,1,R,AK,021850002001066,880da9c9d7fffff
0022601603,330010,Fibre Alaska,1412533007,50,100,20,1,X,AK,021050004003144,8813930683fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051694354,50,1000,200,1,R,AK,021700003002001,880c7386c3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051694833,50,1000,500,1,B,AK,021700012022002,880c73b23dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051697156,50,1000,200,1,R,AK,021700003002001,880c73868bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713298,50,1000,200,1,R,AK,021700010041012,880c73b16dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719948,50,1000,200,1,R,AK,021700007052005,880c738edbfffff
0001573427,130791,Matanuska Telecom Association Inc.,1315024730,50,1000,500,1,B,AK,020200001022006,880c73a83bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1315024730,50,1000,200,1,R,AK,020200001022006,880c73a83bfffff
0001584960,130029,Alaska Telephone Company,1374933756,50,1000,100,1,B,AK,022400001002002,880c641811fffff
0001584960,130029,Alaska Telephone Company,1528455642,50,1000,100,1,B,AK,022400001002002,880c641817fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046976055,50,1000,100,1,X,AK,020900003002009,880d5a9a89fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046977319,50,1000,100,1,X,AK,020900002002037,880d5a9ac9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046977772,50,2500,2500,1,R,AK,020900002002038,880d5a9acbfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314971906,50,2500,2500,1,R,AK,020200013003006,880c733847fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314990508,50,2500,2500,1,R,AK,020200022013000,880c733829fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374842298,50,0,0,1,B,AK,021100001002000,88139ec589fffff
0004325148,130275,Ketchikan Public Utilities,1039364413,50,1000,1000,1,X,AK,021300003003004,8812b03a43fffff
0004325148,130275,Ketchikan Public Utilities,1039368344,50,1000,1000,1,X,AK,021300003001008,8812b03a41fffff
0001572932,130349,Copper Valley Telephone,1371608373,50,1000,500,1,X,AK,020630003004043,880c441521fffff
0001572932,130349,Copper Valley Telephone,1371609421,50,1000,500,1,X,AK,020630003001016,880c441523fffff
0001572932,130349,Copper Valley Telephone,1374786969,50,1000,500,1,X,AK,020630003001000,880c44152dfffff
0001572932,130349,Copper Valley Telephone,1412539641,50,1000,500,1,X,AK,020660001001092,880c60c347fffff
0001572932,130349,Copper Valley Telephone,1412619818,50,1000,500,1,X,AK,020660001002090,880c6214d1fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066805005,50,100,30,1,R,AK,021850002003176,880d0c28c3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051678179,50,1000,200,1,R,AK,021700006042009,880c73b927fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051678971,50,1000,200,1,R,AK,021700006033009,880c731631fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051709754,50,1000,200,1,R,AK,021700010042003,880c73b149fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719397,50,1000,200,1,R,AK,021700007052005,880c7385e7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051720940,50,1000,200,1,R,AK,021700010031015,880c738597fffff
0001573427,130791,Matanuska Telecom Association Inc.,1315001505,50,1000,500,1,B,AK,020200002021004,880c73a9d7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374897248,50,1000,200,1,R,AK,021700003002005,880c7386e3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1528504491,50,1000,200,1,R,AK,021700006043009,880c73b90dfffff
0001584960,130029,Alaska Telephone Company,1108932555,50,1000,100,1,X,AK,022400001002000,880c6418c1fffff
0001584960,130029,Alaska Telephone Company,1374939231,50,1000,100,1,R,AK,021000001003027,881391182dfffff
0001584960,130029,Alaska Telephone Company,1412539092,50,1000,100,1,X,AK,022400001001274,880d592141fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315012127,50,200,50,1,B,AK,020200008024000,880c733aebfffff
0004325148,130275,Ketchikan Public Utilities,1039364043,50,1000,1000,1,X,AK,021300003003003,8812b03a43fffff
0004325148,130275,Ketchikan Public Utilities,1039366025,50,1000,1000,1,X,AK,021300001012004,8812b015a7fffff
0001572932,130349,Copper Valley Telephone,1374817078,50,1000,500,1,X,AK,020660001002079,880c6214d5fffff
0001568880,130534,GCI Communication Corp.,1374722137,50,2500,75,1,X,AK,020200009012002,880c733a11fffff
0001568880,130534,GCI Communication Corp.,1528473135,50,2500,75,1,X,AK,021880001001070,880c345b59fffff
0003739521,131226,Fastwyre Broadband,1015233593,50,100,100,1,R,AK,021220013002094,880c42c0e1fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806116,50,500,150,1,R,AK,021850002002180,880d1c1301fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051702887,50,1000,200,1,R,AK,021700012021039,880c73b319fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051704029,50,1000,200,1,R,AK,021700013004006,880c7148a3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719836,50,1000,200,1,R,AK,021700007052005,880c7385adfffff
0001573427,130791,Matanuska Telecom Association Inc.,1315017389,50,1000,200,1,R,AK,020200002052000,880c73a8b3fffff
0001584960,130029,Alaska Telephone Company,1605223020,50,1000,100,1,R,AK,021000001002006,8813911b3bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046973193,50,1000,100,1,X,AK,020900003002000,880d5a9ad5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046974581,50,2500,2500,1,R,AK,020900003003023,880d5a9ad5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314976975,50,2500,2500,1,R,AK,020200022023003,880c73382bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314997986,50,0,0,1,R,AK,020200013003013,880c73386bfffff
0004325148,130275,Ketchikan Public Utilities,1039365454,50,1000,1000,1,X,AK,021300002003018,8812b005d7fffff
0004325148,130275,Ketchikan Public Utilities,1039368791,50,1000,1000,1,X,AK,021300004002001,8812b03ad7fffff
0004325148,130275,Ketchikan Public Utilities,1374820709,50,1000,1000,1,X,AK,021300003001008,8812b03a41fffff
0001572932,130349,Copper Valley Telephone,1371609621,50,1000,500,1,X,AK,020630003004043,880c441521fffff
0001572932,130349,Copper Valley Telephone,1374786338,50,1000,500,1,X,AK,020630003002017,880c441423fffff
0001572932,130349,Copper Valley Telephone,1374786427,50,1000,500,1,X,AK,020630003002017,880c441427fffff
0001572932,130349,Copper Valley Telephone,1412539577,50,1000,500,1,X,AK,020660001002100,880c623655fffff
0001568880,130534,GCI Communication Corp.,1374741339,50,2500,75,1,X,AK,021880001005078,880c339215fffff
0001568880,130534,GCI Communication Corp.,1528439137,50,2500,75,1,X,AK,020130001002158,880cd8c431fffff
0001568880,130534,GCI Communication Corp.,1528444486,50,2500,75,1,X,AK,021640001001600,880cce9733fffff
0003739521,131226,Fastwyre Broadband,1374748174,50,100,100,1,B,AK,021220013002120,880c42c0e1fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806535,50,500,150,1,R,AK,021850001001096,880d038a29fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066807335,50,500,150,1,R,AK,021850002002142,880d0360a1fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1412536795,50,500,150,1,X,AK,021850002001055,880da9c9d7fffff
0022601603,330010,Fibre Alaska,1374739918,50,100,20,1,X,AK,021050004003146,88139306bbfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719818,50,1000,200,1,R,AK,021700007052010,880c7385a5fffff
0001573427,130791,Matanuska Telecom Association Inc.,1566639943,50,1000,200,1,R,AK,021700006033017,880c73161dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1605689670,50,1000,200,1,R,AK,021700007032023,880c738c8dfffff
0001584960,130029,Alaska Telephone Company,1485352449,50,1000,100,1,B,AK,021980001003402,8812b29631fffff
0003800117,130029,"AP&T Wireless, Inc.",1374838700,50,1000,100,1,R,AK,021980002001052,8812b63089fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314941978,50,2500,2500,1,R,AK,020200021004000,880c73380dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314972168,50,2500,2500,1,R,AK,020200023013004,880c73398bfffff
0004325148,130275,Ketchikan Public Utilities,1039367383,50,1000,1000,1,X,AK,021300004001006,8812b03a11fffff
0001572932,130349,Copper Valley Telephone,1056466494,50,1000,500,1,X,AK,020660001001217,880c628197fffff
0001572932,130349,Copper Valley Telephone,1374786545,50,1000,500,1,X,AK,020630003002010,880c441427fffff
0001572932,130349,Copper Valley Telephone,1374786943,50,1000,500,1,X,AK,020630003001019,880c441521fffff
0001572932,130349,Copper Valley Telephone,1374786981,50,1000,500,1,X,AK,020630003004040,880c44152dfffff
0001572932,130349,Copper Valley Telephone,1374788498,50,1000,500,1,X,AK,020630003004046,880c441521fffff
0001568880,130534,GCI Communication Corp.,1040239956,50,2500,75,1,X,AK,021500001002205,880c5ad8e1fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051693867,50,1000,500,1,B,AK,021700012021029,880c73b319fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051693867,50,1000,200,1,R,AK,021700012021029,880c73b319fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051695942,50,1000,200,1,R,AK,021700013002012,880c73b0c9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051706475,50,1000,500,1,B,AK,021700011001015,880c73b129fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713475,50,1000,200,1,R,AK,021700007061009,880c738513fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051714065,50,1000,200,1,R,AK,021700010012015,880c7384d9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051715567,50,1000,200,1,R,AK,021700008001000,880c73bb49fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051717260,50,1000,200,1,R,AK,021700010011013,880c7384ebfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051717441,50,1000,200,1,R,AK,021700010011007,880c7384c7fffff
0001584960,130029,Alaska Telephone Company,1132429627,50,1000,100,1,R,AK,021000001003035,881391182dfffff
0001584960,130029,Alaska Telephone Company,1374838481,50,1000,100,1,R,AK,021980001003402,8812b29631fffff
0003800117,130029,"AP&T Wireless, Inc.",1374838807,50,1000,100,1,R,AK,021980002001041,8812b630ebfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314939208,50,50,10,1,R,AK,020200021004008,880c733805fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314945003,50,2500,2500,1,R,AK,020200013001012,880c733867fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314947141,50,2500,2500,1,R,AK,020200013001017,880c733863fffff
0004325148,130275,Ketchikan Public Utilities,1039366316,50,1000,1000,1,X,AK,021300001012003,8812b015b5fffff
0004325148,130275,Ketchikan Public Utilities,1039369565,50,1000,1000,1,X,AK,021300001011002,8812b0040dfffff
0001572932,130349,Copper Valley Telephone,1374786309,50,1000,500,1,X,AK,020630003001005,880c441523fffff
0001572932,130349,Copper Valley Telephone,1374817223,50,1000,500,1,X,AK,020660001002083,880c621485fffff
0001572932,130349,Copper Valley Telephone,1528461918,50,1000,500,1,X,AK,020630003002017,880c441423fffff
0001568880,130534,GCI Communication Corp.,1040240114,50,2500,75,1,X,AK,021500001002255,880ced22d9fffff
0001568880,130534,GCI Communication Corp.,1051687940,50,2500,75,1,X,AK,021700007031004,880c738ea1fffff
0001571561,130534,"United Utilities, Inc.",1374814773,50,10,1,1,X,AK,020500001004114,880cf42819fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806359,50,500,150,1,R,AK,021850002002075,880d1c1307fffff
0022601603,330010,Fibre Alaska,1412533050,50,100,20,1,X,AK,021050004003136,88139306adfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051677265,50,1000,200,1,R,AK,021700007033006,880c738ecdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051701581,50,1000,200,1,R,AK,021700003001020,880c714983fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051707011,50,1000,200,1,R,AK,021700013002009,880c73b0d7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051709772,50,1000,500,1,B,AK,021700011001045,880c73b155fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051710050,50,1000,500,1,B,AK,021700010041035,880c7384b3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713512,50,1000,200,1,R,AK,021700003002014,880c73841bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051714575,50,1000,200,1,R,AK,021700010032000,880c7384d3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1412534236,50,1000,200,1,R,AK,020680001002092,880c74d2d5fffff
0001584960,130029,Alaska Telephone Company,1374935533,50,1000,100,1,R,AK,022400001002021,880c6456e5fffff
0003800117,130029,"AP&T Wireless, Inc.",1374838792,50,1000,100,1,B,AK,021980002001051,8812b630c7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046970882,50,2500,2500,1,R,AK,020900004003038,880d5a91edfffff
0004325148,130275,Ketchikan Public Utilities,1039365215,50,1000,1000,1,X,AK,021300002002012,8812b005d7fffff
0004325148,130275,Ketchikan Public Utilities,1039367246,50,1000,1000,1,X,AK,021300004002009,8812b03a83fffff
0001572932,130349,Copper Valley Telephone,1374788558,50,1000,500,1,X,AK,020630003002023,880c44151bfffff
0001572932,130349,Copper Valley Telephone,1374818146,50,1000,500,1,X,AK,020660001002102,880c62374dfffff
0001571561,130534,"United Utilities, Inc.",1374814801,50,10,1,1,X,AK,020500001004115,880cf42aa5fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066807119,50,100,30,1,R,AK,021850002003340,880d0c28c3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051672421,50,1000,200,1,R,AK,021700006031026,880c738c93fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051690165,50,1000,200,1,R,AK,021700005021001,880c738dadfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051710866,50,1000,200,1,R,AK,021700010043017,880c73ba47fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713898,50,1000,200,1,R,AK,021700010012009,880c7384d9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051715008,50,1000,200,1,R,AK,021700010012008,880c7386b5fffff
0001573427,130791,Matanuska Telecom Association Inc.,1566640639,50,1000,500,1,B,AK,020200002011008,880c73a9d7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1566640639,50,1000,200,1,R,AK,020200002011008,880c73a9d7fffff
0012207346,130011,Adak Eagle Enterprises LLC,1143591113,50,10,1,0,R,AK,020160001001198,88225a4d05fffff
0001584960,130029,Alaska Telephone Company,1138779935,50,500,100,1,R,AK,022750003002017,8812b4ab35fffff
0001584960,130029,Alaska Telephone Company,1374939390,50,1000,100,1,R,AK,021000001002006,881391186bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046973682,50,1000,100,1,X,AK,020900004003032,880d5a91edfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046974599,50,1000,100,1,X,AK,020900003003018,880d5a9addfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046976071,50,2500,2500,1,R,AK,020900003002017,880d5a9ad5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047004337,50,2500,2500,1,R,AK,020900006002046,880d5a9a19fffff
0004325148,130275,Ketchikan Public Utilities,1039366351,50,1000,1000,1,X,AK,021300001021309,8812b014a7fffff
0004325148,130275,Ketchikan Public Utilities,1374821476,50,1000,1000,1,X,AK,021300001011002,8812b0040dfffff
0001572932,130349,Copper Valley Telephone,1056466340,50,1000,500,1,X,AK,020660001001265,880c660933fffff
0001572932,130349,Copper Valley Telephone,1371609667,50,1000,500,1,X,AK,020630003004040,880c441525fffff
0001572932,130349,Copper Valley Telephone,1374785660,50,1000,500,1,X,AK,020630003002017,880c441423fffff
0001572932,130349,Copper Valley Telephone,1374787820,50,1000,500,1,X,AK,020630003001000,880c44152dfffff
0001572932,130349,Copper Valley Telephone,1374817971,50,1000,500,1,X,AK,020660001001141,880c6280b5fffff
0001572932,130349,Copper Valley Telephone,1412539870,50,1000,500,1,X,AK,020660001001126,880c60c22bfffff
0001572932,130349,Copper Valley Telephone,1528438563,50,1000,500,1,X,AK,020660001002087,880c6216a3fffff
0001568880,130534,GCI Communication Corp.,1412532280,50,2500,75,1,X,AK,020130001003038,880cdd008dfffff
0003739521,131226,Fastwyre Broadband,1015233604,50,100,100,1,R,AK,021220013002091,880c42c0e1fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806544,50,100,30,1,R,AK,021850002003176,880d0c28c3fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066806931,50,500,150,1,R,AK,021850001001036,880d038a05fffff
0001570936,130067,Arctic Slope Telephone Association Cooperative Inc,1066810891,50,500,150,1,R,AK,021850001002019,880d038b19fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051675930,50,1000,200,1,R,AK,021700006043016,880c73b927fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713664,50,1000,200,1,R,AK,021700010012004,880c7384cdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051725907,50,1000,200,1,R,AK,021700006012021,880c73b94bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046973187,50,2500,2500,1,R,AK,020900003002000,880d5a9ad5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314945951,50,2500,2500,1,R,AK,020200022013002,880c733829fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315011962,50,2500,2500,1,R,AK,020200022022008,880c733805fffff
0004325148,130275,Ketchikan Public Utilities,1039367539,50,1000,1000,1,X,AK,021300004002000,8812b031e5fffff
0004325148,130275,Ketchikan Public Utilities,1374821302,50,1000,1000,1,X,AK,021300004002001,8812b03a8bfffff
0001572932,130349,Copper Valley Telephone,1374786391,50,1000,500,1,X,AK,020630003004040,880c441525fffff
0001572932,130349,Copper Valley Telephone,1374788262,50,1000,500,1,X,AK,020630003001003,880c441529fffff
0001568880,130534,GCI Communication Corp.,1040239857,50,2500,75,1,X,AK,021500001002212,880c5ad8e7fffff
0001568880,130534,GCI Communication Corp.,1051687459,50,2500,75,1,X,AK,021700007031005,880c738ea7fffff
0001568880,130534,GCI Communication Corp.,1143591427,50,2500,75,1,X,AK,020160002002081,8822d0bb5bfffff
0001568880,130534,GCI Communication Corp.,1412616136,50,2500,75,1,X,AK,020130001003034,880cdd00a1fffff
0001571561,130534,"United Utilities, Inc.",1374814540,50,10,1,1,X,AK,020500001004072,880cf422a1fffff
0022601603,330010,Fibre Alaska,1374739893,50,100,20,1,X,AK,021050004003155,88139306bdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051686030,50,1000,200,1,R,AK,021700005011002,880c738dd7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051700197,50,1000,200,1,R,AK,021700012013021,880c73b059fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051704045,50,1000,200,1,R,AK,021700013004005,880c7148a1fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051705695,50,1000,200,1,R,AK,021700013001000,880c716b09fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051711798,50,1000,200,1,R,AK,021700007051011,880c738581fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374899527,50,1000,200,1,R,AK,021700006011046,880c73ba57fffff
0001573427,130791,Matanuska Telecom Association Inc.,1528464634,50,1000,200,1,R,AK,021700003003012,880c738619fffff
0001573427,130791,Matanuska Telecom Association Inc.,1566640050,50,1000,200,1,R,AK,021700007031011,880c738eb9fffff
0012207346,130011,Adak Eagle Enterprises LLC,1143590869,50,10,1,0,R,AK,020160001001230,88225a4d05fffff
0001584960,130029,Alaska Telephone Company,1064661280,50,1000,100,1,R,AK,022300001001058,8813918881fffff
0001584960,130029,Alaska Telephone Company,1374824309,50,1000,100,1,R,AK,021950002003000,8812b49aabfffff
0001584960,130029,Alaska Telephone Company,1451846727,50,1000,100,1,X,AK,021980001003034,8812b626d9fffff
0001572932,130349,Copper Valley Telephone,1374785780,50,1000,500,1,X,AK,020630003004014,880c440219fffff
0001572932,130349,Copper Valley Telephone,1374816974,50,1000,500,1,X,AK,020660001002130,880c63c1c5fffff
0001572932,130349,Copper Valley Telephone,1374818403,50,1000,500,1,X,AK,020660001002087,880c6216b1fffff
0001572932,130349,Copper Valley Telephone,1412545297,50,1000,500,1,X,AK,020660001002133,880c63c4c9fffff
0001568880,130534,GCI Communication Corp.,1051686030,50,2500,75,1,X,AK,021700005011002,880c738dd7fffff
0001568880,130534,GCI Communication Corp.,1051687967,50,2500,75,1,X,AK,021700007031002,880c738eadfffff
0001568880,130534,GCI Communication Corp.,1051688979,50,2500,75,1,X,AK,021700007032022,880c738cd5fffff
0001568880,130534,GCI Communication Corp.,1051689373,50,2500,75,1,X,AK,021700007012001,880c738cedfffff
0001568880,130534,GCI Communication Corp.,1051689407,50,2500,75,1,X,AK,021700007032023,880c738c89fffff
0001568880,130534,GCI Communication Corp.,1374789951,50,2500,75,1,X,AK,020160002002089,8822d0ba2dfffff
0001568880,130534,GCI Communication Corp.,1528439028,50,2500,75,1,X,AK,020130001003038,880cdd00a1fffff
0022601603,330010,Fibre Alaska,1412533005,50,100,20,1,X,AK,021050004003144,8813930683fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051717263,50,1000,200,1,R,AK,021700010011013,880c7384e9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051725480,50,1000,200,1,R,AK,021700006043022,880c73b957fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051726011,50,1000,200,1,R,AK,021700010012001,880c7386bdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1314983371,50,1000,200,1,R,AK,020200001011017,880c73aa1dfffff
0001584960,130029,Alaska Telephone Company,1374826532,50,1000,100,1,R,AK,021950002003011,8812b49aa1fffff
0001584960,130029,Alaska Telephone Company,1374837770,50,1000,100,1,R,AK,021980002002035,8812b62347fffff
0001584960,130029,Alaska Telephone Company,1374934675,50,1000,100,1,R,AK,022400001002066,880c6418e9fffff
0003800117,130029,"AP&T Wireless, Inc.",1374841699,50,1000,100,1,B,AK,021980001001382,8812b478edfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046976093,50,1000,100,1,X,AK,020900003002016,880d5a9a89fffff
