frn,provider_id,brand_name,location_id,technology,max_advertised_download_speed,max_advertised_upload_speed,low_latency,business_residential_code,state_usps,block_geoid,h3_res8_id
0004991444,130081,ALASKA COMMUNICATIONS,1315010667,10,10,1,1,R,AK,020200014021001,880c733843fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315010833,10,0,0,1,R,AK,020200026023005,880c7338ddfffff
0004991444,130081,ALASKA COMMUNICATIONS,1315014340,10,0,0,1,R,AK,020200026031001,880c7338d1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315014785,10,0,0,1,R,AK,020200028212003,880c732105fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315016965,10,40,8,1,R,AK,020200029002076,880c46cd25fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374693632,10,0,0,1,R,AK,020900007001034,880d5a9aebfffff
0004991444,130081,ALASKA COMMUNICATIONS,1374718313,10,0,0,1,R,AK,020200008021000,880c733ac1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374838740,10,10,1,1,R,AK,021980002001054,8812b6308dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1374843336,10,10,1,1,R,AK,021100004001000,88139e1a53fffff
0004519732,130160,Bristol Bay Telephone Cooperative Inc,1374827400,10,10,1,1,X,AK,020600001001003,880ce16d63fffff
0001584960,130029,Alaska Telephone Company,1140542536,10,50,10,1,R,AK,021950002004096,8812b49813fffff
0001584960,130029,Alaska Telephone Company,1374825573,10,25,3,1,R,AK,021950002004165,8812b498e9fffff
0001584960,130029,Alaska Telephone Company,1374826656,10,50,10,1,R,AK,021950002002021,8812b49aabfffff
0001584960,130029,Alaska Telephone Company,1374939045,10,10,1,1,R,AK,021000001001009,881391dae7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015202858,10,10,1,1,R,AK,021220010002007,880c51cd53fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015224172,10,10,1,1,R,AK,021220006004010,880c55cda7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015225454,10,10,1,1,R,AK,021220006002030,880c55501dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015248250,10,10,1,1,R,AK,021220007011017,880c55551dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015250650,10,10,1,1,R,AK,021220005003038,880c555429fffff
0004991444,130081,ALASKA COMMUNICATIONS,1040235364,10,10,1,1,R,AK,021500002003006,880c5acf5dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1040238659,10,10,1,1,R,AK,021500004001003,880c5acf51fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046974476,10,40,8,1,B,AK,020900001002043,880d5a9addfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046981983,10,10,1,1,R,AK,020900015012047,880d5a9411fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046986112,10,0,0,1,R,AK,020900015023037,880d5a94e9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046986234,10,10,1,1,R,AK,020900016003000,880d5a9407fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046989068,10,30,4,1,R,AK,020900016002027,880d5a95c9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046996983,10,10,1,1,R,AK,020900013005001,880d5a9b5bfffff
0004325148,130275,Ketchikan Public Utilities,1039366371,10,25,3,1,X,AK,021300001021309,8812b0159bfffff
0005373576,190281,OTZ,1374743932,10,0,0,1,X,AK,021880001003031,880c22900bfffff
0001571561,130534,"United Utilities, Inc.",1374792306,10,0,0,0,X,AK,022900002001224,880c2dd08bfffff
0001571561,130534,"United Utilities, Inc.",1374813129,10,10,1,1,X,AK,020500001003145,880c1b160bfffff
0001571561,130534,"United Utilities, Inc.",1374815024,10,10,1,1,X,AK,020500002001003,880c1b19d1fffff
0001571561,130534,"United Utilities, Inc.",1374815638,10,10,1,1,X,AK,020500002001003,880c1b18adfffff
0004519732,130160,Bristol Bay Telephone Cooperative Inc,1605328309,10,10,1,1,X,AK,020600001001066,880ceed203fffff
0001584960,130029,Alaska Telephone Company,1374838504,10,50,10,1,R,AK,021980001003408,8812b29631fffff
0001584960,130029,Alaska Telephone Company,1451848691,10,50,10,1,X,AK,022400001001179,880c64571dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1047008531,10,40,8,1,R,AK,020900009001030,880d5ad6d1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047020176,10,0,0,1,R,AK,020900019022011,880d5e29b7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047024196,10,10,1,1,R,AK,020900017001081,880d5ab45bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1052710825,10,10,1,1,R,AK,022200001005019,881d242f39fffff
0004991444,130081,ALASKA COMMUNICATIONS,1052712362,10,10,1,1,R,AK,022200002001011,881d2428bdfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314940105,10,0,0,1,R,AK,020200023043002,880c7339dbfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314946488,10,0,0,1,R,AK,020200021001000,880c73380dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314951595,10,10,1,1,R,AK,020200027141000,880c732a59fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314953203,10,30,4,1,R,AK,020200017324002,880c7331a1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314953403,10,0,0,1,R,AK,020200023041006,880c7339d1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314953917,10,0,0,1,R,AK,020200023011027,880c7339c1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314961857,10,0,0,1,R,AK,020200019001039,880c733857fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314962974,10,10,1,1,R,AK,020200028221005,880c732151fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314968421,10,0,0,1,R,AK,020200008014001,880c733ac9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314975132,10,0,0,1,R,AK,020200028121007,880c73216bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314986276,10,10,1,1,R,AK,020200017021010,880c733ad9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314997375,10,10,1,1,R,AK,020200027131015,880c732167fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315003990,10,0,0,1,R,AK,020200026032000,880c7338dbfffff
0004991444,130081,ALASKA COMMUNICATIONS,1315004085,10,0,0,1,R,AK,020200026032000,880c7338dbfffff
0003739521,131226,Fastwyre Broadband,1015233407,10,25,3,1,R,AK,021220013002041,880c42c01dfffff
0003739521,131226,Fastwyre Broadband,1015233989,10,25,3,1,R,AK,021220013002067,880c42c017fffff
0003739521,131226,Fastwyre Broadband,1015234680,10,25,3,1,R,AK,021220013001120,880c42c04bfffff
0003739521,131226,Fastwyre Broadband,1374746619,10,25,3,1,R,AK,021220013001110,880c42c05bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051701824,10,30,6,1,R,AK,021700011003000,880c73869bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051706409,10,40,16,1,R,AK,021700011002008,880c73b307fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051709754,10,10,1,1,R,AK,021700010042003,880c73b149fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051712162,10,50,10,1,R,AK,021700007062026,880c7385d1fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713915,10,120,30,1,R,AK,021700009001037,880c73bb5bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719397,10,120,30,1,R,AK,021700007052005,880c7385e7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051720438,10,10,1,1,R,AK,021700010012005,880c738413fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051720940,10,10,1,1,R,AK,021700010031015,880c738597fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051725259,10,120,30,1,R,AK,021700009001021,880c73bb07fffff
0001573427,130791,Matanuska Telecom Association Inc.,1314961358,10,120,60,1,R,AK,020200002062020,880c73a8b1fffff
0001573427,130791,Matanuska Telecom Association Inc.,1314970556,10,75,15,1,R,AK,020200002053006,880c73a8b5fffff
0001573427,130791,Matanuska Telecom Association Inc.,1315001505,10,25,3,1,B,AK,020200002021004,880c73a9d7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1315009014,10,25,3,1,X,AK,020200002062003,880c73a8a7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374782796,10,0,0,1,R,AK,021220001001087,880c54a2d3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374897248,10,10,1,1,R,AK,021700003002005,880c7386e3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1528504491,10,0,0,1,R,AK,021700006043009,880c73b90dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1374732114,10,10,1,1,B,AK,022200002006004,881d2428b7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374843311,10,10,1,1,R,AK,021100004001012,88139e1a19fffff
0004325148,130275,Ketchikan Public Utilities,1039364043,10,25,3,1,X,AK,021300003003003,8812b03a43fffff
0004325148,130275,Ketchikan Public Utilities,1039366025,10,25,3,1,X,AK,021300001012004,8812b015a7fffff
0005373576,190281,OTZ,1528473135,10,0,0,1,X,AK,021880001001070,880c345b59fffff
0001571181,130352,Cordova Telephone Cooperative,1374785194,10,0,0,0,X,AK,020630002002000,880c4550dbfffff
0001571181,130352,Cordova Telephone Cooperative,1412538707,10,25,3,1,X,AK,020630002002000,880c4550c7fffff
0001571181,130352,Cordova Telephone Cooperative,1605355095,10,25,3,1,X,AK,020630002002020,880c455081fffff
0001573427,130791,Matanuska Telecom Association Inc.,1412534208,10,120,60,1,X,AK,020680001002068,880d5a6d25fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374727421,10,120,30,1,R,AK,020200001012029,880c73aa13fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374728787,10,40,8,1,R,AK,020200002021014,880c73a999fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374873356,10,10,1,1,R,AK,021700005023025,880c7311c7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374885214,10,10,1,1,R,AK,021700003002005,880c7386c9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374898606,10,80,40,1,X,AK,021700010011023,880c7385dbfffff
0001573427,130791,Matanuska Telecom Association Inc.,1605258486,10,10,1,1,R,AK,021700006031026,880c738c93fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046989516,10,0,0,1,R,AK,020900014023018,880d5a90a9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046997304,10,10,1,1,R,AK,020900009001019,880d5a99a7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046998102,10,10,1,1,R,AK,020900007002003,880d5a9ae1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047004822,10,10,1,1,R,AK,020900009001019,880d5a99a3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047005297,10,10,1,1,R,AK,020900009002008,880d5a9801fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047009977,10,10,1,1,R,AK,020900019022053,880d5e2dc1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047011973,10,10,1,1,R,AK,020900019023099,880d5e66d7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047012743,10,10,1,1,R,AK,020900012003007,880d5a9327fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047012803,10,40,12,1,R,AK,020900012003006,880d5e649bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1047021163,10,0,0,1,X,AK,020900012002020,880d5a914bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1063326742,10,40,12,1,R,AK,021100003003000,88139e1a45fffff
0004991444,130081,ALASKA COMMUNICATIONS,1063331781,10,0,0,1,R,AK,021100001003009,88139ec5b5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1063333517,10,75,40,1,R,AK,021100005002069,88139e0361fffff
0004991444,130081,ALASKA COMMUNICATIONS,1108934154,10,0,0,1,R,AK,022400004001130,880d5b940bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314940247,10,0,0,1,R,AK,020200008022002,880c733a89fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314940362,10,0,0,1,R,AK,020200028232024,880c7321e9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314950746,10,10,1,1,R,AK,020200017322000,880c7331a9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314952037,10,0,0,1,R,AK,020200026023007,880c7338d9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314955374,10,0,0,1,R,AK,020200025015007,880c7338e7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314955955,10,10,1,1,R,AK,020200023041004,880c7339d1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314959887,10,10,1,1,R,AK,020200017313005,880c7331e7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314963279,10,10,1,1,R,AK,020200017321019,880c7331a5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314964923,10,30,4,1,R,AK,020200027131011,880c732167fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314965052,10,10,1,1,R,AK,020200027112005,880c73399bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314965353,10,0,0,1,R,AK,020200028133001,880c732159fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314967750,10,10,1,1,R,AK,020200028232014,880c7321e9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314972345,10,0,0,1,R,AK,020200017014010,880c733a99fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051710693,10,75,15,1,R,AK,021700010043013,880c73ba4bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051715953,10,40,16,1,R,AK,021700009002028,880c73ba67fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051716581,10,10,1,1,R,AK,021700010031013,880c7384a3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051717713,10,120,60,1,R,AK,021700010032012,880c738481fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051717855,10,10,1,1,R,AK,021700010031029,880c73859bfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719722,10,75,15,1,R,AK,021700007052015,880c7385abfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051724488,10,50,10,1,R,AK,021700006012006,880c73bb3dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051726418,10,25,3,1,R,AK,021700011003000,880c73b36dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051736149,10,0,0,1,R,AK,021700001021038,880c707ac7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051750477,10,0,0,1,R,AK,021700004021027,880c73d66dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1314944757,10,40,16,1,R,AK,020200002024006,880c73a993fffff
0001573427,130791,Matanuska Telecom Association Inc.,1314944807,10,80,20,1,R,AK,020200002024006,880c73a993fffff
0001573427,130791,Matanuska Telecom Association Inc.,1314951343,10,80,20,1,R,AK,020200001011011,880c73aa53fffff
0001573427,130791,Matanuska Telecom Association Inc.,1314959145,10,120,60,1,R,AK,020200002012010,880c73a99dfffff
0001573427,130791,Matanuska Telecom Association Inc.,1314982007,10,40,16,1,R,AK,020200001012028,880c73aa13fffff
0001573427,130791,Matanuska Telecom Association Inc.,1314991898,10,30,6,1,R,AK,020200001023038,880c73a831fffff
0001573427,130791,Matanuska Telecom Association Inc.,1315023854,10,10,1,1,R,AK,020200002022001,880c73a8a9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374893308,10,0,0,1,R,AK,021700004021016,880c706c23fffff
0001573427,130791,Matanuska Telecom Association Inc.,1374898186,10,10,1,1,R,AK,021700007062000,880c7385cdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1412623395,10,10,1,1,R,AK,021700006043001,880c73b94bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314991934,10,10,1,1,R,AK,020200017021009,880c733137fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314992590,10,0,0,1,R,AK,020200017012000,880c733ad1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314996748,10,30,6,1,R,AK,020200027124009,880c7338b7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314997510,10,30,4,1,R,AK,020200028133004,880c732333fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315004078,10,0,0,1,R,AK,020200026032000,880c7338dbfffff
0004991444,130081,ALASKA COMMUNICATIONS,1315004990,10,30,4,1,R,AK,020200027133006,880c732167fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315014651,10,0,0,1,R,AK,020200020004000,880c733803fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315021169,10,0,0,1,R,AK,020200029002101,880c4652c5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315021223,10,0,0,1,R,AK,020200029002101,880c4652c5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315024394,10,10,1,1,R,AK,020200028132031,880c732063fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374714121,10,10,1,1,R,AK,020200007034005,880c73313bfffff
0003739521,131226,Fastwyre Broadband,1015234391,10,25,3,1,R,AK,021220013002075,880c42c017fffff
0003739521,131226,Fastwyre Broadband,1040240592,10,0,0,0,R,AK,021500001002245,880ced35e7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051672811,10,80,40,1,R,AK,021700007033000,880c738535fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051675641,10,10,1,1,R,AK,021700006041012,880c7315c9fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051686917,10,25,3,1,R,AK,021700006031026,880c738c93fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051693188,10,40,8,1,R,AK,021700005023025,880c731013fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015202554,10,10,1,1,R,AK,021220010002001,880c51cd51fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015207011,10,30,4,1,R,AK,021220010002000,880c51cc63fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015211716,10,0,0,1,R,AK,021220007013038,880c554553fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015213487,10,0,0,1,R,AK,021220006002001,880c555043fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015229578,10,10,1,1,R,AK,021220008001034,880c50b5c1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1040239407,10,10,1,1,R,AK,021500002001000,880c5ac197fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046978669,10,10,1,1,R,AK,020900014022022,880d5a909bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1046994897,10,10,1,1,R,AK,020900013003004,880d5e64b3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1046999797,10,10,1,1,R,AK,020900008001021,880d5a9a33fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047000246,10,10,1,1,R,AK,020900007003005,880d5a9ae7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315005176,10,10,1,1,R,AK,020200027112000,880c733993fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315007128,10,0,0,1,R,AK,020200023051006,880c7339d3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315007951,10,10,1,1,R,AK,020200027121004,880c733885fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315008590,10,30,4,1,R,AK,020200016022013,880c733a8bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1315011150,10,10,1,1,R,AK,020200028212004,880c732105fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315014644,10,0,0,1,R,AK,020200020004000,880c733803fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315016496,10,10,1,1,R,AK,020200012005002,880c733841fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374682561,10,10,1,1,B,AK,020900005002060,880d5a9131fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374716259,10,10,1,1,R,AK,020200018023019,880c733ab5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374716266,10,10,1,1,R,AK,020200018023019,880c733ab5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374766602,10,10,1,1,R,AK,021220002001007,880c55c943fffff
0001572932,130349,Copper Valley Telephone,1412539641,10,25,3,1,X,AK,020660001001092,880c60c347fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051672485,10,50,10,1,R,AK,021700007031000,880c738e85fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051678179,10,10,1,1,R,AK,021700006042009,880c73b927fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051682984,10,120,30,1,R,AK,021700007011012,880c738e37fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051683251,10,80,40,1,R,AK,021700005012002,880c731769fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051686965,10,50,10,1,R,AK,021700006031029,880c738c97fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051696949,10,80,20,1,R,AK,021700003001036,880c7149a7fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051698519,10,10,1,1,R,AK,021700013003001,880c714d35fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047006342,10,10,1,1,R,AK,020900009001009,880d5a9869fffff
0004991444,130081,ALASKA COMMUNICATIONS,1047011359,10,10,1,1,R,AK,020900012001011,880d5a931dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1063331542,10,40,20,1,R,AK,021100001001052,88139ec4e3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1063331664,10,75,40,1,R,AK,021100003001012,88139ec4bdfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314941009,10,30,4,1,R,AK,020200026011013,880c7338c1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314945185,10,10,1,1,R,AK,020200028213014,880c732101fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314946651,10,10,1,1,R,AK,020200017312000,880c7331e1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314953263,10,50,10,1,R,AK,020200017324002,880c7331a1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314957076,10,0,0,1,R,AK,020200021001003,880c733801fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314965818,10,0,0,1,R,AK,020200015002008,880c733aadfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314967032,10,10,1,1,R,AK,020200028211014,880c732105fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314968408,10,10,1,1,R,AK,020200027133002,880c73212bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314969303,10,40,8,1,R,AK,020200028133003,880c732331fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314971965,10,10,1,1,R,AK,020200027121006,880c7338a9fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314975869,10,10,1,1,R,AK,020200007012006,880c733137fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314978953,10,25,6,1,R,AK,020200028232013,880c732117fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314980968,10,0,0,1,R,AK,020200017012000,880c733ad3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1314990349,10,0,0,1,R,AK,020200026021008,880c7338cbfffff
0004991444,130081,ALASKA COMMUNICATIONS,1314998618,10,10,1,1,R,AK,020200027125010,880c7338a7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1315004901,10,0,0,1,R,AK,020200028213006,880c73210dfffff
0003739554,131226,Fastwyre Broadband,1053675427,10,50,10,1,R,AK,021800002003020,880c146601fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051676342,10,40,8,1,R,AK,021700006042003,880c7316cdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051676345,10,80,40,1,R,AK,021700006042003,880c7316cdfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051680580,10,50,10,1,R,AK,021700006043018,880c73b927fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051680694,10,10,1,1,R,AK,021700007031014,880c738ebbfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051684964,10,120,60,1,R,AK,021700004012010,880c738d13fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051692128,10,80,40,1,R,AK,021700007013006,880c738ddbfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051697363,10,75,15,1,R,AK,021700012022017,880c73b049fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051697410,10,120,60,1,R,AK,021700012022024,880c73b049fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051709586,10,10,1,1,R,AK,021700010042013,880c73b141fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051713352,10,80,20,1,R,AK,021700007061009,880c7385ebfffff
0001573427,130791,Matanuska Telecom Association Inc.,1051719350,10,10,1,1,R,AK,021700010011034,880c7384e3fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051720484,10,25,3,1,R,AK,021700003003024,880c738411fffff
0001573427,130791,Matanuska Telecom Association Inc.,1051729771,10,120,60,1,R,AK,021700002001014,880c714ae3fffff
