frn,provider_id,brand_name,location_id,technology,max_advertised_download_speed,max_advertised_upload_speed,low_latency,business_residential_code,state_usps,block_geoid,h3_res8_id
0005937974,130077,AT&T,1314969103,71,10,1,1,B,AK,020200026011005,880c7338c1fffff
0005937974,130077,AT&T,1314973208,71,10,1,1,B,AK,020200016012000,880c733aebfffff
0005937974,130077,AT&T,1314983598,71,10,1,1,B,AK,020200002061000,880c73a8b5fffff
0005937974,130077,AT&T,1314999200,71,10,1,1,B,AK,020200027133004,880c732129fffff
0018506568,131425,Verizon,1315007494,71,50,6,1,B,AK,020200019004012,880c73380bfffff
0018506568,131425,Verizon,1374699677,71,50,6,1,B,AK,020900006004000,880d5a9a15fffff
0018506568,131425,Verizon,1374907165,71,50,6,1,B,AK,021700001021000,880c70445dfffff
0018506568,131425,Verizon,1605690552,71,50,6,1,B,AK,020900016002049,880d5a95ddfffff
0022113310,260068,TheSnowCloud,1063328377,71,200,30,1,X,AK,021100001003009,88139ec5bdfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015210523,71,100,20,1,R,AK,021220007013015,880c554095fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015218796,71,50,10,1,R,AK,021220002004007,880c55c9cdfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015220263,71,150,50,1,R,AK,021220007022004,880c55570bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015249759,71,100,20,1,R,AK,021220004002020,880c5519adfffff
0004991444,130081,ALASKA COMMUNICATIONS,1374774253,71,100,20,1,R,AK,021220004003009,880c5511e3fffff
0005937974,130077,AT&T,1063329031,71,10,1,1,B,AK,021100003003000,88139e1a45fffff
0005937974,130077,AT&T,1314946684,71,10,1,1,B,AK,020200023023009,880c7339ddfffff
0005937974,130077,AT&T,1314947215,71,10,1,1,B,AK,020200012002005,880c73384bfffff
0005937974,130077,AT&T,1314970850,71,10,1,1,B,AK,020200008015001,880c733acdfffff
0005937974,130077,AT&T,1314976188,71,10,1,1,B,AK,020200015002005,880c733aa9fffff
0005937974,130077,AT&T,1314978971,71,10,1,1,B,AK,020200028232004,880c7321e9fffff
0005937974,130077,AT&T,1314980725,71,10,1,1,B,AK,020200027111000,880c733999fffff
0005937974,130077,AT&T,1314989459,71,10,1,1,B,AK,020200023023014,880c7339ddfffff
0005937974,130077,AT&T,1314999351,71,10,1,1,B,AK,020200028131008,880c732339fffff
0005937974,130077,AT&T,1315002380,71,10,1,1,B,AK,020200013002005,880c733863fffff
0005937974,130077,AT&T,1315010156,71,10,1,1,B,AK,020200025022003,880c7338c5fffff
0018506568,131425,Verizon,1046972288,71,50,6,1,B,AK,020900010002117,880d5a9a99fffff
0018506568,131425,Verizon,1046973852,71,50,6,1,B,AK,020900005002021,880d5a9135fffff
0018506568,131425,Verizon,1047003201,71,50,6,1,B,AK,020900006001011,880d5a9a1bfffff
0018506568,131425,Verizon,1051699064,71,50,6,1,B,AK,021700013004005,880c73b257fffff
0005937974,130077,AT&T,1015200120,71,10,1,1,B,AK,021220010001023,880c51cc39fffff
0005937974,130077,AT&T,1015233710,71,10,1,1,B,AK,021220013001100,880c42c215fffff
0018506568,131425,Verizon,1046993116,71,50,6,1,B,AK,020900006001005,880d5a9125fffff
0018506568,131425,Verizon,1051695859,71,50,6,1,B,AK,021700013002001,880c73b2bbfffff
0018506568,131425,Verizon,1314952004,71,50,6,1,B,AK,020200001023008,880c73aa3dfffff
0018506568,131425,Verizon,1412536354,71,50,6,1,B,AK,021700001011093,880c70504bfffff
0018506568,131425,Verizon,1412544550,71,50,6,1,B,AK,021700001011101,880c705181fffff
0005937974,130077,AT&T,1063327435,71,10,1,1,B,AK,021100006001016,88139e1a85fffff
0005937974,130077,AT&T,1314944674,71,10,1,1,B,AK,020200012005006,880c733845fffff
0005937974,130077,AT&T,1314952100,71,10,1,1,B,AK,020200026023007,880c7338d9fffff
0005937974,130077,AT&T,1314967630,71,10,1,1,B,AK,020200028232014,880c7321edfffff
0005937974,130077,AT&T,1314978911,71,10,1,1,B,AK,020200022024000,880c73382bfffff
0005937974,130077,AT&T,1314994801,71,10,1,1,B,AK,020200028223005,880c732115fffff
0005937974,130077,AT&T,1315003565,71,10,1,1,B,AK,020200002062022,880c73a8b1fffff
0018506568,131425,Verizon,1046972542,71,50,6,1,B,AK,020900010002017,880d5a9a83fffff
0018506568,131425,Verizon,1314950179,71,50,6,1,B,AK,020200005001019,880c733a63fffff
0018506568,131425,Verizon,1314966746,71,50,6,1,B,AK,020200009021001,880c733a33fffff
0018506568,131425,Verizon,1314976262,71,50,6,1,B,AK,020200019004002,880c733857fffff
0018506568,131425,Verizon,1314986723,71,50,6,1,B,AK,020200010002037,880c733a37fffff
0018506568,131425,Verizon,1374683084,71,50,6,1,B,AK,020900010002057,880d5a91a7fffff
0018506568,131425,Verizon,1374683971,71,50,6,1,B,AK,020900010002086,880d5a9a95fffff
0018506568,131425,Verizon,1374684767,71,50,6,1,B,AK,020900010002002,880d5a9ad3fffff
0018506568,131425,Verizon,1374688215,71,50,6,1,B,AK,020900014011001,880d5a92b5fffff
0018506568,131425,Verizon,1374689265,71,50,6,1,B,AK,020900016002027,880d5a9427fffff
0018506568,131425,Verizon,1374898986,71,50,6,1,B,AK,021700010011019,880c73843bfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015193506,71,50,10,1,R,AK,021220008003013,880c503493fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015197886,71,50,10,1,B,AK,021220010001021,880c51ccc7fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015209449,71,50,10,1,R,AK,021220007013002,880c554725fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015215818,71,50,10,1,R,AK,021220002001017,880c55c957fffff
0005937974,130077,AT&T,1314948463,71,10,1,1,B,AK,020200025021024,880c7338c5fffff
0022113310,260068,TheSnowCloud,1063327030,71,200,30,1,X,AK,021100006001006,88139e1a2bfffff
0022113310,260068,TheSnowCloud,1063327307,71,200,30,1,X,AK,021100006001025,88139e1ae1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015194838,71,100,20,1,R,AK,021220008002016,880c51cae3fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015210969,71,100,20,1,R,AK,021220007013020,880c554e49fffff
0018506568,131425,Verizon,1412534823,71,50,6,1,B,AK,020900019011027,880d5e65abfffff
0018506568,131425,Verizon,1566640359,71,50,6,1,B,AK,021700001021019,880c704469fffff
0022113310,260068,TheSnowCloud,1063324125,71,200,30,1,X,AK,021100005002004,88139e0367fffff
0022113310,260068,TheSnowCloud,1063324918,71,200,30,1,X,AK,021100001003010,88139ec5bdfffff
0022113310,260068,TheSnowCloud,1063332866,71,200,30,1,X,AK,021100001002022,88139ec589fffff
0022113310,260068,TheSnowCloud,1374740244,71,200,30,1,X,AK,021050004001051,8813932f27fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015191616,71,50,10,1,R,AK,021220008003006,880c50368dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015229184,71,100,20,1,R,AK,021220008001000,880c50a445fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015239369,71,100,20,1,R,AK,021220004003083,880c55031dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1047010586,71,50,10,1,R,AK,020900019021037,880d585a01fffff
0004991444,130081,ALASKA COMMUNICATIONS,1108933559,71,50,10,1,R,AK,022400004003054,880d5b96e7fffff
0022113310,260068,TheSnowCloud,1063323334,71,200,30,1,X,AK,021100005002053,88139e0361fffff
0022113310,260068,TheSnowCloud,1063327597,71,200,30,1,X,AK,021100005001001,88139e036dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015199572,71,100,20,1,B,AK,021220011001041,880c51d481fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015209391,71,50,10,1,R,AK,021220007013000,880c554541fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015209660,71,150,50,1,R,AK,021220007013039,880c55450dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015216799,71,100,20,1,R,AK,021220002003009,880c55c9b1fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015229781,71,50,10,1,R,AK,021220008001056,880c50a717fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015236342,71,50,10,1,R,AK,021220004003013,880c551841fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015239401,71,100,20,1,R,AK,021220004003053,880c551951fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015243060,71,150,50,1,R,AK,021220005005017,880c555455fffff
0018506568,131425,Verizon,1314977838,71,50,6,1,B,AK,020200007011003,880c733ac9fffff
0018506568,131425,Verizon,1374695279,71,50,6,1,B,AK,020900019011021,880d5e6581fffff
0018506568,131425,Verizon,1412534854,71,50,6,1,B,AK,020900001001037,880d5a9137fffff
0022113310,260068,TheSnowCloud,1063329036,71,200,30,1,X,AK,021100004001018,88139e1a57fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015193438,71,100,20,1,R,AK,021220008001064,880c51d961fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015211324,71,50,10,1,R,AK,021220007013020,880c5540bdfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015240349,71,100,20,1,R,AK,021220004002026,880c5556ebfffff
0018506568,131425,Verizon,1374683900,71,50,6,1,B,AK,020900010002057,880d5a91a5fffff
0018506568,131425,Verizon,1374896880,71,50,6,1,B,AK,021700009001031,880c73bb55fffff
0018506568,131425,Verizon,1605258608,71,50,6,1,B,AK,021700006041005,880c731443fffff
0005937974,130077,AT&T,1374842291,71,10,1,1,B,AK,021100001002000,88139ec589fffff
0018506568,131425,Verizon,1046974912,71,50,6,1,B,AK,020900003003003,880d5a9addfffff
0018506568,131425,Verizon,1046977852,71,50,6,1,B,AK,020900005002033,880d5a913dfffff
0018506568,131425,Verizon,1314937960,71,50,6,1,B,AK,020200025024007,880c73388dfffff
0018506568,131425,Verizon,1314953438,71,50,6,1,B,AK,020200001012028,880c73aa11fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015194566,71,50,10,1,R,AK,021220008001066,880c51d941fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015230341,71,100,20,1,R,AK,021220008001047,880c50a73dfffff
0004991444,130081,ALASKA COMMUNICATIONS,1015246950,71,50,10,1,R,AK,021220005001012,880c55563dfffff
0018506568,131425,Verizon,1374683123,71,50,6,1,B,AK,020900003001016,880d5a9addfffff
0018506568,131425,Verizon,1374701913,71,50,6,1,B,AK,020900019021041,880d585a45fffff
0018506568,131425,Verizon,1374877969,71,50,6,1,B,AK,021700006041007,880c731439fffff
0004991444,130081,ALASKA COMMUNICATIONS,1374703255,71,50,10,1,R,AK,020900019021037,880d585a61fffff
0005937974,130077,AT&T,1040236317,71,10,1,1,B,AK,021500003001016,880c5acf09fffff
0005937974,130077,AT&T,1063328508,71,10,1,1,B,AK,021100001001054,88139ec4e3fffff
0018506568,131425,Verizon,1051688003,71,50,6,1,B,AK,021700007033008,880c738eadfffff
0005937974,130077,AT&T,1015216352,71,30,3,1,B,AK,021220002002083,880c55ca23fffff
0005937974,130077,AT&T,1063330319,71,10,1,1,B,AK,021100001003009,88139e1b4bfffff
0005937974,130077,AT&T,1314937937,71,10,1,1,B,AK,020200025024007,880c733885fffff
0005937974,130077,AT&T,1314942691,71,10,1,1,B,AK,020200025024008,880c733885fffff
0005937974,130077,AT&T,1314962128,71,10,1,1,B,AK,020200028213005,880c73210dfffff
0005937974,130077,AT&T,1314965712,71,10,1,1,B,AK,020200027124029,880c732a4bfffff
0005937974,130077,AT&T,1314968081,71,10,1,1,B,AK,020200028232021,880c7321c5fffff
0005937974,130077,AT&T,1314990431,71,10,1,1,B,AK,020200025013011,880c7338e3fffff
0005937974,130077,AT&T,1314999365,71,10,1,1,B,AK,020200011001069,880c733849fffff
0005937974,130077,AT&T,1315012951,71,10,1,1,B,AK,020200001023034,880c73a839fffff
0005937974,130077,AT&T,1374786304,71,10,1,1,B,AK,020630003001009,880c441523fffff
0018506568,131425,Verizon,1046968836,71,50,6,1,B,AK,020900005002047,880d5a9135fffff
0018506568,131425,Verizon,1046988199,71,50,6,1,B,AK,020900016003044,880d5a943dfffff
0018506568,131425,Verizon,1051690247,71,50,6,1,B,AK,021700004012028,880c738d8bfffff
0018506568,131425,Verizon,1051694832,71,50,6,1,B,AK,021700012022002,880c73b223fffff
0018506568,131425,Verizon,1314990004,71,50,6,1,B,AK,020200026033004,880c7338d7fffff
0018506568,131425,Verizon,1374686281,71,50,6,1,B,AK,020900014023000,880d5a90e3fffff
0018506568,131425,Verizon,1374692607,71,50,6,1,B,AK,020900006002024,880d5a9a1bfffff
0018506568,131425,Verizon,1374697824,71,50,6,1,B,AK,020900006001012,880d5a9a1bfffff
0018506568,131425,Verizon,1374703517,71,50,6,1,B,AK,020900019023102,880d5e669dfffff
0018506568,131425,Verizon,1374727162,71,50,6,1,B,AK,020200001011013,880c73aa01fffff
0018506568,131425,Verizon,1374897890,71,50,6,1,B,AK,021700010011000,880c7384d5fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015199941,71,50,10,1,R,AK,021220010001007,880c51cc09fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015209365,71,50,10,1,R,AK,021220007013038,880c554551fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015213779,71,50,10,1,X,AK,021220002003021,880c555355fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015214469,71,100,20,1,R,AK,021220002004010,880c55c911fffff
0004991444,130081,ALASKA COMMUNICATIONS,1015247274,71,50,10,1,R,AK,021220005001026,880c55563dfffff
0005937974,130077,AT&T,1046978536,71,10,1,1,B,AK,020900014011026,880d5a9765fffff
0005937974,130077,AT&T,1046998112,71,10,1,1,B,AK,020900007002005,880d5a9ae1fffff
0005937974,130077,AT&T,1051694058,71,10,1,1,B,AK,021700012012013,880c73b235fffff
0005937974,130077,AT&T,1051707846,71,10,1,1,B,AK,021700011002013,880c73b321fffff
0005937974,130077,AT&T,1051710065,71,10,1,1,B,AK,021700010041015,880c7384b3fffff
0005937974,130077,AT&T,1314937351,71,10,1,1,B,AK,020200009013009,880c733a33fffff
0005937974,130077,AT&T,1314948897,71,10,1,1,B,AK,020200024003013,880c733815fffff
0005937974,130077,AT&T,1314954294,71,10,1,1,B,AK,020200015003001,880c733aa1fffff
0005937974,130077,AT&T,1314956110,71,10,1,1,B,AK,020200028133000,880c732333fffff
0005937974,130077,AT&T,1314956238,71,10,1,1,B,AK,020200017013003,880c733a99fffff
0005937974,130077,AT&T,1314956470,71,10,1,1,B,AK,020200022021001,880c733863fffff
0005937974,130077,AT&T,1314976880,71,10,1,1,B,AK,020200021001004,880c733801fffff
0005937974,130077,AT&T,1314990231,71,10,1,1,B,AK,020200028211001,880c732163fffff
0005937974,130077,AT&T,1314999993,71,10,1,1,B,AK,020200028122013,880c732323fffff
0005937974,130077,AT&T,1315022793,71,10,1,1,B,AK,020200001012006,880c73a169fffff
0018506568,131425,Verizon,1046995535,71,50,6,1,B,AK,020900007003016,880d5a9a85fffff
